NOC_CODE,yhat,yhat_lower,yhat_upper
COM,-0.09510342449376097,-4.060012240312482,4.057836573177854
CRC,-0.07908673686822354,-4.309377361159621,4.083706153591395
DJI,-0.07323502214772759,-3.8901080819676532,4.047064317830767
EOR,0.40432215550203665,-3.439837459150624,4.070430241488688
ERI,-0.025184959271118856,-4.045505882887943,3.9652265099903667
ESA,-0.02434900002533169,-3.8856857966521834,4.051905822923191
EST,0.14946014807381758,-4.053579233522852,3.8620828544070385
FIJ,0.007684375225736062,-3.812432444586339,4.1434171801326425
FIN,0.5105872541602885,-3.392820618660044,4.578329756236357
FSM,-0.10456590010862499,-4.250756759606466,3.714253790662153
GAB,-0.07504040259491163,-4.2371970781169885,3.8204192119357203
GAM,-0.03117013594722806,-3.9317378059291457,3.889097284115065
GBS,-0.05818775572358703,-3.693917920638245,3.873314234740903
GEQ,-0.0995501446339091,-3.8718856925831293,3.733034795890435
GHA,-0.06918868787440857,-4.249505593327599,3.856467464422575
GRN,-0.053172000248874696,-3.524798202846366,3.9733693094593563
GUA,0.06242211206862791,-3.6490643378657937,4.069669541430811
GUI,-0.03715531262333727,-4.012028896633025,3.933025632672086
GUM,-0.007629815109623905,-3.9245168814771274,4.016163778333748
GUY,-0.06417293239969624,-3.862558156036245,4.103767151804023
HAI,0.03707641078384327,-3.9637452505136728,4.199699914651527
HKG,0.32480775270892437,-3.6554621403511276,4.330416598626667
HON,-0.07600982379630494,-4.062714553903575,3.512531945151077
INA,0.22690224650852642,-3.7740443368512615,4.283120777580364
IRQ,-0.05581333994183879,-4.061947517726212,3.874361723013807
ISL,-0.02628784242812543,-4.156277541225882,3.728014251718569
ISV,-0.0533054622044844,-4.287485575299568,3.7900482643927584
IVB,-0.06597831284687672,-4.087215804041284,3.806102399296535
KIR,-0.07447136726034387,-3.9823917780835596,4.042554037304275
KOS,0.013269166035016156,-3.966268166940715,3.9205655175500045
KSA,-0.01458441298712998,-4.04503605842275,3.7097549833596632
KUW,0.014941084526586934,-3.7120936621534995,3.8752091544163294
LAO,-0.05594680189745205,-3.527749907213836,4.054564200848777
LAT,0.21743977089366595,-3.763414906450032,3.765053911346765
LBA,-0.025585345137955073,-3.916256853945101,4.0718294841068365
LBN,0.01828492150972849,-4.078305148852527,3.858162671505106
LBR,-0.03825819578034739,-3.8856223102580687,3.743098295778289
LES,-0.06527581555670636,-4.2670724581535895,3.945469419377149
LIE,-0.09229343533306178,-4.332633134237252,3.784516714511224
LUX,0.06717094363212084,-3.721959025395495,4.036913501305924
MAD,-0.003716942791918143,-3.7207396807034954,4.022986142174079
MAS,0.22830724108887424,-4.297875048567534,4.4098890939803885
MAW,-0.05775218234463608,-4.007932003592232,3.9041097931613353
MDV,-0.041735494719102206,-3.8554763289438814,4.06967845636985
MGL,0.4333138051933112,-3.635632503145971,4.257306304525402
MHL,-0.03922761698174426,-4.33907789264919,4.068284192693441
MKD,-0.009702119468027348,-3.7583650245407205,3.958415493510526
MLI,-0.008866160222240183,-3.879149220086668,4.1912062002544745
MLT,-0.022374970110419667,-4.009376657006185,4.067221299575433
MNE,0.007150527403293694,-3.921979076626669,3.8007244570202325
MON,-0.006358282484882238,-4.340004373473846,3.6617477663751665
MOZ,0.008822445894864472,-3.7365215833708185,3.7557301163974497
MRI,0.08138225081047423,-3.791795189254809,3.954502391559854
MTN,-0.061229481283387344,-3.9310003956972226,4.093319488002148
MYA,-0.06039352203760373,-4.013503478218833,4.008827553126584
NAM,-0.030868024523886817,-4.12592372061893,3.8952724986634704
NCA,0.013002242123793195,-3.793860470249476,3.8732855632536323
NEP,0.0003293914814008758,-3.798918588857584,4.003141481158071
NGR,0.48972346052777027,-3.545073006312592,4.276672647123958
NIG,0.017182038352721918,-3.751389555287465,3.941433688451397
NRU,-0.06721465795949655,-4.033288706216825,3.7983814051371727
OMA,-0.022508432066032924,-3.9170552685289293,3.9269065666660468
PAR,0.06606806047511427,-3.730850087558779,3.808734815875841
PLE,0.03988639994454246,-4.080162469606485,3.9248603750127553
PLW,-0.03100148647949652,-3.9206201260661726,3.6221974310543668
PNG,0.02721354930214659,-4.041817048598311,3.6954194791291246
RWA,0.051589829385541464,-4.066590765989638,4.155366082553041
SAM,0.12498559354693128,-3.9170404221754977,3.91650781686196
SEN,0.1258215527927149,-3.8181428490982703,4.207979439362955
SEY,-0.01679017930114668,-4.011568428069898,3.923496470472145
SKN,-0.0151182608095759,-3.962538833015593,4.124265131518756
SLE,6.246757017436266e-05,-3.935621440637203,3.769831846123517
SLO,0.7181368835141981,-3.050763662725077,4.85154225158109
SMR,0.016079155195715344,-3.9864185522398685,3.6630840334134467
SOL,-0.02611919296039389,-3.8867116800778256,3.786561873787098
SOM,-0.039628002848576926,-3.967609836052679,3.999169180523223
SRI,0.03376776131282,-3.8928588729402107,3.901112449347892
SSD,-0.008430586843292787,-3.96136180993682,3.746618068312008
STP,-0.007594627597505621,-3.8140709733840565,3.712226985430819
SUD,0.007586100782248195,-4.059246251899865,4.0440124302078795
SUR,0.03794755754174517,-3.7915513365739155,3.747956397214081
SWZ,-0.0025788721227897327,-3.912902072881673,4.01788027166828
SYR,0.09867047106074978,-4.029987746915926,4.034051616905061
TAN,0.027782584636710794,-3.98506112954847,4.3187736914357515
TGA,0.014273774748534862,-4.012775899943635,3.8789936097105255
TKM,0.04547119075381545,-4.005259677286493,4.150113478336928
TLS,0.017617611731669314,-3.944558657086292,4.051200504335436
TOG,0.03279834011142313,-3.6967993795459178,4.1386189092994705
TPE,0.6361146029837244,-3.1320716223319236,4.743379433545773
TTO,0.13488364254074625,-4.05526683227034,3.941027784324187
TUV,-0.006056171061544546,-4.407700049240052,3.8051758454086175
UAE,0.13822747952389136,-3.7624009846435347,4.126595531382445
URU,0.15675204488677963,-3.5378639643333343,4.0094669011562125
VAN,0.05884653868638523,-3.605772292883375,4.205556032363742
VEN,0.432646495415252,-3.692892784829941,4.000368297607458
VIE,0.2470004559194976,-3.791097896561183,4.2457747766756455
VIN,0.032664878155813426,-3.8392964141632326,4.055802714691129
YEM,0.03517275589317137,-3.970829229461725,3.8404007756358305
ZAM,0.09422375092059809,-3.803053534087413,4.068920299891336
ZIM,0.06637017189845196,-3.903906529527249,4.044131410907589
